JournalID	Journal_Name	ISSN	Publisher	Webpage
100726851	International Journal of Insect Science	1179-5433		http://www.la-press.com/international-journal-of-insect-science-j129
102549058	Molecular Microbiology	0950-382X		http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2958
103292986	Journal of Quality in Clinical Practice	1320-5455		
104308233	Journal of Steroid Biochemistry	0022-4731		
105513329	Clinical Ophthalmology	1177-5467		http://www.dovepress.com/clinical-ophthalmology-journal
106120157	Acta Biologica Cracoviensia Series Botanica	0001-5296		
106623195	Entomological Research	1738-2297		
112097523	Chinese Optics Letters	1671-7694		http://www.opticsinfobase.org/col/home.cfm
113186628	Bioinformatics and Biology Insights	1177-9322		http://insights.sagepub.com/journal-bioinformatics-and-biology-insights-j39
113653277	Journal of Food Lipids	1065-7258		
116485566	Journal of Receptors and Signal Transduction	1079-9893		http://www.informapharmascience.com/rst
117143026	Life Science Journal-acta Zhengzhou University Overseas Edition			
121161810	Proteins	0887-3585		http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0134
124834161	Cyta-journal of Food	1947-6337		
126354654	Journal of Financial Services Marketing	1363-0539		
127265990	Journal of The British Society for Phenomenology			
130757258	International Game Theory Review	0219-1989		http://www.worldscinet.com/igtr/igtr.shtml
134363990	The Journal of Popular Culture	0022-3840		http://www.journalofpopularculture.com/
135521267	Noise & Vibration Worldwide	0957-4565		
136228885	The Open Nuclear & Particle Physics Journal			
138235560	Social Psychological and Personality Science	1948-5506		http://www.uk.sagepub.com/journals/Journal201952/title
138672176	The Journal of Maternal-fetal Medicine			
139566883	Nurse Education in Practice	1471-5953		
140574793	Reviews in Cardiovascular Medicine	1530-6550		
145459003	International Journal of Testing	1530-5058		
146380144	International Journal of Business and Emerging Markets	1753-6219		http://www.inderscience.com/jhome.php?jcode=ijbem
146880672	International Journal of Advances in Pharmaceutical Sciences	0976-1055		
154906575	Developmental Science	1363-755X		
155054565	The Chaucer Review	0009-2002		http://www.psupress.org/journals/jnls_chaucer.html
165675472	Annual Review of Phytopathology	0066-4286		
167781810	American Heritage	0002-8738		
170355759	Hand Therapy	1758-9991		http://hth.sagepub.com/
171282171	FEMS Microbiology Ecology	0168-6496		http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291574-6941
176024842	Rundbrief Der Gi-fachgruppe 5.10 Informationssystem-architekturen			
176689137	Journal of Dynamics and Differential Equations	1040-7294		
177732258	Biologics: Targets & Therapy	1177-5475		
182710874	Mathematical and Computer Modelling	0895-7177		
184215881	Rhetoric Review	0735-0198		
184552281	Canadian Journal of Applied Physiology-revue Canadienne De Physiologie Appliquee	1066-7814		
187585107	Journal of High Energy Physics	1029-8479		http://www.springer.com/13130
189165838	Pedagogy, Culture and Society	1468-1366		
189402472	Journal of Assisted Reproduction and Genetics	1058-0468		
192372812	Journal of International Food & Agribusiness Marketing	0897-4438		
192712274	Antonie Van Leeuwenhoek International Journal of General and Molecular Microbiology	0003-6072		
193803878	International Journal of Human Capital and Information Technology Professionals	1947-3478		
194468602	International Journal of Housing Markets and Analysis	1753-8270		
194945867	Journal of Nursing Administration	0002-0443		
200872515	Journal of Environmental Economics and Management	0095-0696		http://www.elsevier.com/wps/find/journaldescription.cws_home/622870/description#description
201105371	Peanut Science	0095-3679		
201618577	Journal of Pharmacological Methods	0160-5402		
205374973	International Journal of Information Technology	0218-7957		http://www.intjit.org/
206915230	Aircraft Engineering and Aerospace Technology	1748-8842		
941327863	Historicky Casopis	0018-2575		
942704658	Daphnis-zeitschrift Fur Mittlere Deutsche Literatur			
959955499	Zivot Umjetnosti	0514-7794		
962029012	IA, The Journal of the Society for Industrial Archeology	0160-1040		http://www.sia-web.org/publications/ia-journal/
1018669574	Philosophy of Mathematics Education Journal	1465-2978		http://www.ex.ac.uk/~PErnest/
2488590709	Bulletin of the Malaysian Mathematical Sciences Society	0126-6705		
2595698293	arXiv: Discrete Mathematics			
2595905741	arXiv: Disordered Systems and Neural Networks			
2734336969	Journal of Language Evolution	2058-4571		
2736861493	Chronica Naturae			
2736902694	Anali Zavoda za Povijesne Znanosti Hrvatske Akademije Znanosti i Umjetnosti u Dubrovniku			
2737339388	Pravozaŝitnik (Moskva)	2309-4346		
2737413582	Journal of Social Research & Policy	2067-2640		
2737461492	Medical Journal of Dr. D.Y. Patil University	0975-2870		
2737549463	ETD: Educação Temática Digital	1676-2592		
2737761185	Aspirator: Journal of Vector Borne Diseases Studies			
2738059226	Perspectives Médiévales	0338-2338		
2738060373	Teocomunicação	0103-314X		
2738544047	Revista Brasileira de Pesquisa em Turismo	1982-6125		
2738733073	Revista Espaço e Geografia	1516-9375		
2738860324	Ultrasound International Open	2199-7152		
2754452888	Journal of clinical otorhinolaryngology			
2755131143	Les Annales d'oto-laryngologie	0365-4931		
2755649941	Archivos de la Sociedad Española de Oftalmología	0365-6691		
2755769689	Fel'dsher i akusherka	0014-9772		
2756020757	The Tokai journal of experimental and clinical medicine	0385-0005		
2756460758	Belgisch tijdschrift voor geneeskunde	0005-8440		
2764351738	surveillance and society	1477-7487		
2764353000	Journal of Northwest Normal University			
2764406168	West African Journal of Radiology	1115-3474		
2764436235	Indian journal of environmental health	0367-827X		
2764443797	The Neurohospitalist	1941-8744		
2764457277	Journal of Mining and Safety Engineering	1673-3363		
2764462267	KOREA INTERNATIONAL COMMERCIAL REVIEW	1229-3393		
2764465082	Accounting review: A quarterly journal of the American Accounting Association			
2764471177	Local transport today	0962-6220		
2764472727	Journal of Pharmacognosy and Phytotherapy	2141-2502		
2764494008	Superhard Material Engineering			
2764494206	Queen Mary Journal of Intellectual Property	2045-9807		
2764499365	Asian Journal of Agricultural Extension, Economics and Sociology	2320-7027		
2764508504	The guardian	0261-3077		
2764520974	Journal of Henan Normal University			
2764524011	The Philippine Entomologist	0048-3753		
2764534080	Chemial Technology Market			
2764538882	Bulletin of Mathematical Sciences and Applications	2278-9634		
2764560041	Journal of Transfusion Medicine	1689-6017		
2764571854	World water and environmental engineering	1354-313X		
2764580927	Levine's Bibliography			
2764583291	Chinese Journal of Evidence-Based Pediatrics			
2764587128	Soviet soil science	0038-5832		
2764588219	Journal of the Illinois State Historical Society	0019-2287		
2764590741	Pharmacy & Pharmacology International Journal	2373-6367		
2764603065	Sh'ma: A Journal of Jewish Ideas			
2764614797	Journal of Modern Rehabilitation	2538-385X		
2764617932	Urology Practice	2352-0779		
2764628952	Journal of Henan University of Science & Technology			
2764651341	Journal of Clinical Radiology			
2764658136	Powder and bulk engineering	0897-6627		
2764668145	Diponegoro Journal of Accounting	2337-3806		
2764674172	Pediatric Traumatology, Orthopaedics and Reconstructive Surgery	2410-8731		
2764689305	IEICE technical report. Information networks			
2764693601	Journal of Beijing Agricultural College	1002-3186		
2764697600	Clinics in Shoulder and Elbow	1226-9344		
2764698611	Anthropological Measurements of Philosophical Research	2304-9685		
2764704827	Science and Children	0036-8148		
2764737428	Journal of the Society for Health Systems	1043-1721		
2764752146	Journal of Nursing and Health	2236-1987		
2764777255	The Academy of Management			
2764779818	Technology and Innovation Management			
2764805351	European Actuarial Journal	2190-9733		
2764821297	Journal of Finance and Economics Theory			
2764826530	Concentric：Literary and Cultural Studies	1729-6897		
2764835053	Journal of Snake			
2764848563	Safety and Environmental Engineering			
2764856766	The journal of the Osaka City Medical Center	0386-4103		
2764863265	Journal of Clinical Orthopaedics			
2764866096	Maternal and Child Health Care of China	1001-4411		
2764878821	Collection of Women's Studies	1004-2563		
2764879715	Energy Engineering Management			
2764888758	Journal of Xinjiang Agricultural University			
2764902226	American Journal of Economics	2166-496X		
2764915657	Smile Dental Journal	2072-473X		
2764915679	East-West Journal of Mathematics	1513-489X		
2764946577	Technical review, JR East	1347-8419		
2764947302	American Journal of Ethnomedicine	2348-9502		
2764947816	Journal of Philosophy, Culture and Religion			
2764951589	Journal of Pigmentary Disorders	2376-0427		
2764953983	Journal of Beijing Vocational College of Labour and Social Security			
2764960621	Magnesium Technology	1545-4150		
2764967451	Journal of Ancient Egyptian Interconnections	1944-2815		
2764971099	Alabama law review	0002-4279		
2765022663	Current biotechnology	2211-5501		
2765024205	Journal of the High Pressure Gas Safety Institute of Japan	0452-2311		
2765032319	The Optometric weekly	0030-4093		
2765043960	intellectual and creative			
2898196012	Ciência & Tecnologia dos Materiais	0870-8312		https://www.sciencedirect.com/journal/ciencia-and-tecnologia-dos-materiais
2898470569	RIBAGUA - Revista Iberoamericana del Agua	2386-3781		https://www.sciencedirect.com/journal/ribagua-revista-iberoamericana-del-agua
3012637879	Chinese Journal of Experimental Ophthalmology	2095-0160 	"""Chinese Medical Journal Publishing House Co., Ltd."""	https://cjeo-journal.org/home-2/
3012767161	Bulletin of Chinese Academy of Sciences	1000-3045	Chinese Academy of Sciences	http://www.bulletin.cas.cn/zgkxyyk/ch/index.aspx
1908672	International Journal of Collaborative Enterprise	1740-2093		
4029648	Journal of Veterinary Dentistry	0898-7564		
4260607	IEEE Translation Journal on Magnetics in Japan	0882-4959		
4632444	Clinical Psychology Review	0272-7358		
7517073	Journal of Renal Care	1755-6678		
8658477	Chalcogenide Letters	1584-8663		
9324707	Pesticide Biochemistry and Physiology	0048-3575		
10058814	Pancreas	0885-3177		
10652568	Circulation Research	0009-7330		http://circres.ahajournals.org/
11290066	Journal of Korean Medical Science	1011-8934		
13872956	Career Development for Exceptional Individuals	2165-1434		
16439242	Advances in Adaptive Data Analysis	1793-7175		http://www.worldscientific.com/worldscinet/aada
19887683	IEEE Electron Device Letters	0741-3106		
20419620	Research in Post-compulsory Education	1359-6748		
21122719	Cancer Research and Treatment	1598-2998		
22110854	Environmental Mutagenesis	0192-2521		
24851547	International Journal of Engineering Research in Africa	1663-3571		
25707077	Journal of Statistical Planning and Inference	0378-3758		http://www.journals.elsevier.com/journal-of-statistical-planning-and-inference/
29696369	Dynamics of Atmospheres and Oceans	0377-0265		
39128869	Contributions To Plasma Physics	0863-1042		
39943281	Developments in Petroleum Science	0376-7361		
41981144	Nature Reviews Clinical Oncology	1759-4774		http://www.nature.com/nrclinonc
50379844	Materiales De Construccion	0465-2746		
51760845	Nematologica	0028-2596		
56962873	Smart Materials Bulletin	1471-3918		
61272957	Chemicke Listy	0009-2770		
61284895	International Journal of Iberian Studies	1364-971X		
61442588	Ars Mathematica Contemporanea	1855-3974		http://amc.imfm.si/
67976470	Chirality	0899-0042		http://www3.interscience.wiley.com/journal/37532/home/ProductInformation.html
70918154	Journal of Thyroid Research	2042-0072		
72584517	Behaviour Change	0813-4839		
80741212	Revista Brasileira De Ciencia Do Solo	0100-0683		
81266832	Chinese Astronomy	0146-6364		
82126420	Materials Science in Semiconductor Processing	1369-8001		
82136278	Nuclear Engineering and Technology	1738-5733		
83211391	Journal of Mathematical Sciences	1072-3374		
85362372	Land and Water			
87211547	Historia Agraria	1139-1472		
87700920	Chinese Journal of Biotechnology	1000-3061		
94967467	World Class Design To Manufacture			
106179100	Journal of Information Science and Engineering	1016-2364		
112842941	Neuroethics	1874-5490		
115206073	Neohelicon	0324-4652		
119510258	Contributions to Indian Sociology	0973-0648		http://cis.sagepub.com/
120139636	Surface Science Reports	0167-5729		http://www.elsevier.com/locate/surfrep
120392215	Nature Photonics	1749-4885		
121604230	Healthcare Infection	1835-5617		
122591147	Experimental Gerontology	0531-5565		
130551847	Early Intervention in Psychiatry	1751-7885		
130843884	Drustvena Istrazivanja	1330-0288		
140098354	Health Libraries Review	0265-6647		
140491019	Histochemical Journal	0018-2214		
144753198	Indian Journal of Fisheries	0970-6011		
146299077	International Journal of Knowledge Society Research	1947-8429		
152861882	Michigan Journal of Race & Law			
165568285	Journal of Polymer Science: Macromolecular Reviews	0076-2083		
